"","sampleid2","ID","KMP.ID","Birthday","Month","Treatment","Sex","Rank","Cohort","Age.Days","Age.Months","Group","Litter","Mother","days.RX","Capture.Birth","Preg.stage","Littercode","Preg.end","Outcome","Litter.Size","Sex.Ratio","Capture.Date","Average.Weight.5.days","Group.size","Total.monthly.Rainfall","Average.monthly.AirTempMin","Average.monthly..AirTempMax","Cap.time","Bleed.St","Bleed.end","Cap.Bleed","Blood.Sample.no","E.pg.ml","A4.ng.ml","T.ng.ml","S.ng.ml","IGF.1.ng.ml","Morpometric.observor","HF.1","HF.2","HF.3","HINDFOOT.avrg","HF.w.o.C.1","HF.w.o.C.2","HF.w.o.C.3","HINDFOOT.w.o.CLAW.avrg","FA.1","FA.2","FA.3","FOREARM.avrg","W.1","W.2","W.3","WRIST.avrg","W.w.o.C.1","W.w.o.C.2","W.w.o.C.3","WRIST.w.o.CLAW.avrg","SW.1","SW.2","SW.3","SKULL.WIDTH.avrg","SL.1","SL.2","SL.3","SKULL.LENGTH.avrg","AGD1","AGD2","AGD3","AGD.AVRG","AGD.observor","BODY.LENGTH..CM.","MORPHS","X2D4D","Extraction.no.","date","ConditionResiduals","ConditionResiduals_scaled","Total.monthly.Rainfall_scaled"
"1",1,1,"VKUF061","27-Dec-11","26-Jan-12","F","F","S",1,21,1,"KUNGFU","VKU1106","VGGF014",4,NA,NA,NA,NA,NA,NA,NA,"17-Jan-12",143,27.9,68.20003,17.70693938,37.95596969,"6:36:00","6:56:00",NA,20,"2961",NA,1.54,NA,NA,NA,"Lid/Jof",NA,NA,NA,37.3,NA,NA,NA,36.1,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4,NA,NA,NA,48.1,NA,NA,NA,2.11,NA,NA,"YES",NA,NA,2012-01-26,35.4728909296044,0.268210533300729,0.787486036045595
"2",2,2,"VKUF062","27-Dec-11","26-Jan-12","F","F","S",1,26,1,"KUNGFU","VKU1106","VGGF014",4,NA,NA,NA,NA,NA,NA,NA,"22-Jan-12",136,28,90.40002,17.96430344,37.0509975,"7:05:00","7:20:00",NA,15,"2963",NA,1.288,0.372,NA,NA,"Lid/Jof",NA,NA,NA,41,NA,NA,NA,39.4,NA,NA,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,NA,NA,NA,48,NA,NA,NA,1.7,NA,NA,"YES",NA,NA,2012-01-26,-15.7574922433324,-0.102596444704622,1.15882885789303
"3",3,3,"VTYF042","8-Jan-12","7-Feb-12","C","F","S",1,29,1,"TOYOTA","VTY1201","VTYF035",NA,NA,NA,NA,NA,NA,NA,NA,"6-Feb-12",94.6,8.7,57.399988,18.31133531,36.39404031,"6:46:00","6:58:00",NA,12,"2970",NA,3.057,2.15,NA,NA,"Lid/Jof",NA,NA,NA,35.6,NA,NA,NA,33.6,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,46.9,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-02-07,7.39495887393138,0.0649816583759024,0.606831987446886
"4",4,4,"VTYM045","8-Jan-12","7-Feb-12","C","M","S",1,29,1,"TOYOTA","VTY1201","VTYF035",NA,NA,NA,NA,NA,NA,NA,NA,"6-Feb-12",93,8.7,57.399988,18.31133531,36.39404031,"7:43:00","7:55:00",NA,12,"2973",NA,2.62,2.88,NA,NA,"Lid/Jof",NA,NA,NA,35,NA,NA,NA,33.4,NA,NA,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,NA,NA,NA,46.5,NA,NA,NA,4.7,NA,NA,"YES",NA,NA,2012-02-07,27.2172155444036,0.208455718845297,0.606831987446886
"5",5,5,"VTYM044","8-Jan-12","7-Feb-12","C","M","S",1,29,1,"TOYOTA","VTY1201","VTYF035",NA,NA,NA,NA,NA,NA,NA,NA,"6-Feb-12",95.5,8.7,57.399988,18.31133531,36.39404031,"7:43:00","8:23:00",NA,40,"2972",NA,NA,4.7376,NA,NA,"Lid/Jof",NA,NA,NA,37.6,NA,NA,NA,36,NA,NA,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,NA,NA,46.2,NA,NA,NA,2.6,NA,NA,"YES",NA,NA,2012-02-07,-3.63555425792196,-0.0148575110182391,0.606831987446886
"6",6,6,"VTYM043","8-Jan-12","7-Feb-12","C","M","S",1,29,1,"TOYOTA","VTY1201","VTYF035",NA,NA,NA,NA,NA,NA,NA,NA,"6-Feb-12",81,8.7,57.399988,18.31133531,36.39404031,"6:46:00","7:25:00",NA,39,"2971",NA,2.5605,NA,NA,NA,"Lid/Jof",NA,NA,NA,39.9,NA,NA,NA,35.1,NA,NA,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,41.8,NA,NA,NA,2.6,NA,NA,"YES",NA,NA,2012-02-07,-47.6399275445975,-0.333362422886072,0.606831987446886
"7",7,7,"VKUF065","14-Jan-12","13-Feb-12","S","F","S",1,25,1,"KUNGFU","VKU1201","VKUF030",NA,NA,NA,NA,NA,NA,NA,NA,"8-Feb-12",85,31.7,57.399988,18.77770063,35.99621313,"7:55:00","8:28:00",NA,33,"2978",NA,0.898333333,0.1702,NA,NA,"Lid/Jof",NA,NA,NA,34.4,NA,NA,NA,32.6,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,NA,47.9,NA,NA,NA,2.2,NA,NA,"YES",NA,NA,2012-02-13,12.1399480111015,0.0993260254028454,0.606831987446886
"8",11,11,"VJXM054","16-Jan-12","15-Feb-12","C","M","S",1,25,1,"JAXX","VJX1201","VLF102",NA,NA,NA,NA,NA,NA,NA,NA,"10-Feb-12",133,16.9,68.399985,18.68932125,35.27338969,"8:14:00","8:23:00",NA,9,"2982",NA,0.866,0.788,NA,NA,"Lid/Jof",NA,NA,NA,37.1,NA,NA,NA,35.6,NA,NA,NA,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,48.1,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-02-15,40.2784399348339,0.302993234384001,0.790830715657726
"9",12,12,"VJXF053","16-Jan-12","15-Feb-12","C","F","S",1,25,1,"JAXX","VJX1201","VLF102",NA,NA,NA,NA,NA,NA,NA,NA,"10-Feb-12",127.25,16.9,68.399985,18.68932125,35.27338969,"9:00:00","9:11:00",NA,11,"2981",NA,1.270666667,NA,NA,NA,"Lid/Jof",NA,NA,NA,36.5,NA,NA,NA,35.1,NA,NA,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9,NA,NA,NA,47.4,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-02-15,29.2862170210539,0.223431210682934,0.790830715657726
"10",13,13,"VJXM055","16-Jan-12","15-Feb-12","C","M","S",1,25,1,"JAXX","VJX1201","VLF102",NA,NA,NA,NA,NA,NA,NA,NA,"10-Feb-12",128.25,16.9,68.399985,18.68932125,35.27338969,"9:23:00","9:34:00",NA,11,"2983",NA,2.08,3.804545455,NA,NA,"Lid/Jof",NA,NA,NA,38.5,NA,NA,NA,36.5,NA,NA,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,NA,NA,NA,46.4,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-02-15,17.5692561951183,0.138623513254517,0.790830715657726
"11",14,14,"VJXF052","16-Jan-12","15-Feb-12","C","F","S",1,25,1,"JAXX","VJX1201","VLF102",NA,NA,NA,NA,NA,NA,NA,NA,"10-Feb-12",123.5,16.9,68.399985,18.68932125,35.27338969,"8:33:00","8:45:00",NA,12,"2980",NA,1.41,1.145142857,NA,NA,"Lid/Jof",NA,NA,NA,37.6,NA,NA,NA,35.2,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,NA,NA,NA,45.2,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-02-15,12.3866436453146,0.101111615455937,0.790830715657726
"12",15,15,"VVHM056","26-Jan-12","25-Feb-12","C","M","S",1,25,1,"VAN HELSING","VVH1201","VWF093",NA,NA,NA,NA,NA,NA,NA,NA,"20-Feb-12",79,30.6,80.199983,17.09262313,33.98880969,"7:32:00","8:17:00",NA,45,"2995",NA,NA,NA,NA,NA,"Lid/Jof",NA,NA,NA,33,NA,NA,NA,30.7,NA,NA,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-02-25,38.87319231543,0.292822011940839,0.98821118993335
"13",16,16,"VVHF057","26-Jan-12","25-Feb-12","C","F","S",1,25,1,"VAN HELSING","VVH1201","VWF093",NA,NA,NA,NA,NA,NA,NA,NA,"20-Feb-12",81.66666667,30.6,80.199983,17.09262313,33.98880969,"7:32:00","8:00:00",NA,28,"2996",NA,NA,0.022,NA,NA,"Lid/Jof",NA,NA,NA,32.5,NA,NA,NA,30.9,NA,NA,NA,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,NA,NA,NA,44.1,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-02-25,31.5195141482874,0.239595879136457,0.98821118993335
"14",17,17,"VFM187","23-Jan-12","22-Feb-12","C","M","S",1,32,1,"FRISKY","VF1201","VFF138",NA,NA,NA,NA,NA,NA,NA,NA,"24-Feb-12",98.66666667,11.6,59.999993,16.54923,34.15331125,"7:00:00","7:14:00",NA,14,"3001",NA,NA,0.399,NA,NA,"Lid/Jof",NA,NA,NA,41.7,NA,NA,NA,38.1,NA,NA,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,49.3,NA,NA,NA,2.94,NA,NA,"YES",NA,NA,2012-02-22,-53.0636399685178,-0.372619408466191,0.650322691429971
"15",18,18,"VFF186","23-Jan-12","22-Feb-12","C","F","S",1,32,1,"FRISKY","VF1201","VFF138",NA,NA,NA,NA,NA,NA,NA,NA,"24-Feb-12",86.66666667,11.6,59.999993,16.54923,34.15331125,"7:00:00","7:44:00",NA,44,"3000",NA,1.137,0.034,NA,NA,"Lid/Jof",NA,NA,NA,35.5,NA,NA,NA,34,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,NA,NA,NA,48.5,NA,NA,NA,3.25,NA,NA,"YES",NA,NA,2012-02-22,0.657041305362258,0.0162124183876657,0.650322691429971
"16",19,19,"VFM184","23-Jan-12","22-Feb-12","C","M","S",1,32,1,"FRISKY","VF1201","VFF138",NA,NA,NA,NA,NA,NA,NA,NA,"24-Feb-12",103.3333333,11.6,59.999993,16.54923,34.15331125,"7:47:00","8:00:00",NA,13,"2998",1554.275,30.264,NA,NA,NA,"Lid/Jof",NA,NA,NA,42.1,NA,NA,NA,37.4,NA,NA,NA,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,48.3,NA,NA,NA,3.04,NA,NA,"YES",NA,NA,2012-02-22,-53.5281686927223,-0.375981680652161,0.650322691429971
"17",20,20,"VFM185","23-Jan-12","22-Feb-12","C","M","S",1,32,1,"FRISKY","VF1201","VFF138",NA,NA,NA,NA,NA,NA,NA,NA,"24-Feb-12",82,11.6,59.999993,16.54923,34.15331125,"7:00:00","7:29:00",NA,29,"2999",NA,1.464,0.178,NA,NA,"Lid/Jof",NA,NA,NA,37.7,NA,NA,NA,35.7,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,NA,NA,NA,45.1,NA,NA,NA,4.5,NA,NA,"YES",NA,NA,2012-02-22,-18.4183530964728,-0.121855831629664,0.650322691429971
"18",21,21,"VVHM059","26-Jan-12","25-Feb-12","C","M","S",1,33,1,"VAN HELSING","VVH1201","VWF093",NA,NA,NA,NA,NA,NA,NA,NA,"28-Feb-12",80.4,30.6,59.999993,17.206425,34.23100719,"7:04:00","7:40:00",NA,36,"3005",NA,NA,NA,NA,NA,"Lid/Jof",NA,NA,NA,39.5,NA,NA,NA,36.9,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,47.6,NA,NA,NA,3.24,NA,NA,"YES",NA,NA,2012-02-25,-43.108732190393,-0.300565501372277,0.650322691429971
"19",22,22,"VVHM060","26-Jan-12","25-Feb-12","C","M","S",1,33,1,"VAN HELSING","VVH1201","VWF093",NA,NA,NA,NA,NA,NA,NA,NA,"28-Feb-12",89,30.6,59.999993,17.206425,34.23100719,"7:04:00","7:21:00",NA,17,"3006",NA,NA,NA,NA,NA,"Lid/Jof",NA,NA,NA,37.5,NA,NA,NA,35.8,NA,NA,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,NA,NA,NA,47.5,NA,NA,NA,3.13,NA,NA,"YES",NA,NA,2012-02-25,-8.85275541937056,-0.0526197621767416,0.650322691429971
"20",23,23,"VVHF058","26-Jan-12","25-Feb-12","C","F","S",1,33,1,"VAN HELSING","VVH1201","VWF093",NA,NA,NA,NA,NA,NA,NA,NA,"28-Feb-12",77.5,30.6,59.999993,17.206425,34.23100719,"7:04:00","7:12:00",NA,8,"3004",NA,NA,0.022,NA,NA,"Lid/Jof",NA,NA,NA,35.2,NA,NA,NA,32.4,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,NA,46.8,NA,NA,NA,3.1,NA,NA,"YES",NA,NA,2012-02-25,-4.92337808034526,-0.0241788166618859,0.650322691429971
"21",24,24,"VDF163","15-Feb-12","16-Mar-12","F","F","S",1,27,1,"DRIE DORING","VD1201","VDF115",10,NA,NA,NA,NA,NA,NA,NA,"13-Mar-12",111.75,12.3,17.599998,15.32326738,35.48601688,"7:14:00","7:45:00",NA,31,"3018",NA,1.694,NA,NA,NA,"Lid/Jof",NA,NA,NA,42.5,NA,NA,NA,39,NA,NA,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,49,NA,NA,NA,3.57,NA,NA,"YES",NA,NA,2012-03-16,-57.9387286647964,-0.407905439821312,-0.0589088798282721
"22",25,25,"VDM161","15-Feb-12","16-Mar-12","F","M","S",1,27,1,"DRIE DORING","VD1201","VDF115",10,NA,NA,NA,NA,NA,NA,NA,"13-Mar-12",110.25,12.3,17.599998,15.32326738,35.48601688,"7:58:00","8:16:00",NA,18,"3016",NA,1.124,NA,NA,NA,"Lid/Jof",NA,NA,NA,39.3,NA,NA,NA,34.7,NA,NA,NA,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,48.5,NA,NA,NA,3.9,NA,NA,"YES",NA,NA,2012-03-16,-10.6931345132907,-0.0659404786722071,-0.0589088798282721
"23",26,26,"VDF162","15-Feb-12","16-Mar-12","F","F","S",1,27,1,"DRIE DORING","VD1201","VDF115",10,NA,NA,NA,NA,NA,NA,NA,"13-Mar-12",115.25,12.3,17.599998,15.32326738,35.48601688,"7:14:00","7:24:00",NA,10,"3017",NA,2.496,0.766,NA,NA,"Lid/Jof",NA,NA,NA,41.8,NA,NA,NA,37.2,NA,NA,NA,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,47.8,NA,NA,NA,3.36,NA,NA,"YES",NA,NA,2012-03-16,-46.0708183347805,-0.322005165566943,-0.0589088798282721
"24",27,27,"VBBM084","11-Feb-12","12-Mar-12","C","M","S",1,32,1,"BAOBAB","VBB1201","VWF075",NA,NA,NA,NA,NA,NA,NA,NA,"14-Mar-12",98,30.1,18.399998,15.57695925,35.66101094,"7:15:00","7:30:00",NA,15,"3020",NA,1.746,1.976,NA,NA,"Lid/Jof",NA,NA,NA,41.4,NA,NA,NA,37.3,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,49.8,NA,NA,NA,3.58,NA,NA,"YES",NA,NA,2012-03-12,-49.8819101228643,-0.349589956882479,-0.0455271504906484
"25",28,28,"VBBF083","11-Feb-12","12-Mar-12","C","F","S",1,32,1,"BAOBAB","VBB1201","VWF075",NA,NA,NA,NA,NA,NA,NA,NA,"14-Mar-12",99,30.1,18.399998,15.57695925,35.66101094,"7:15:00","7:45:00",NA,30,"3019",NA,3.976,0.646285714,NA,NA,"Lid/Jof",NA,NA,NA,40.3,NA,NA,NA,39.2,NA,NA,NA,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,46.6,NA,NA,NA,3.32,NA,NA,"YES",NA,NA,2012-03-12,-44.3895819133179,-0.309836328284375,-0.0455271504906484
"26",29,29,"VLF194","26-Feb-12","27-Mar-12","F","F","S",1,26,1,"LAZULI","VL1201","VLF111",20,NA,NA,NA,NA,NA,NA,NA,"23-Mar-12",90.66666667,27.3,8.2,14.55308234,35.46274188,"8:25:00","8:37:00",NA,12,"3032",NA,1.356,1.064571429,NA,NA,"Lid/Jof",NA,NA,NA,33.4,NA,NA,NA,30.5,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA,NA,NA,45.3,NA,NA,NA,2.64,NA,NA,"YES",NA,NA,2012-03-27,29.7607722954098,0.226866055325544,-0.216144166091026
"27",30,30,"VLM193","26-Feb-12","27-Mar-12","F","M","S",1,26,1,"LAZULI","VL1201","VLF111",20,NA,NA,NA,NA,NA,NA,NA,"23-Mar-12",95.33333333,27.3,8.2,14.55308234,35.46274188,"7:30:00","7:50:00",NA,20,"3031",NA,NA,NA,NA,NA,"Lid/Jof",NA,NA,NA,34.5,NA,NA,NA,30.1,NA,NA,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,NA,NA,NA,44.2,NA,NA,NA,2.75,NA,NA,"YES",NA,NA,2012-03-27,35.9645430671632,0.271769125527974,-0.216144166091026
"28",31,31,"VLF195","26-Feb-12","27-Mar-12","F","F","S",1,26,1,"LAZULI","VL1201","VLF111",20,NA,NA,NA,NA,NA,NA,NA,"23-Mar-12",94,27.3,8.2,14.55308234,35.46274188,"7:30:00","8:10:00",NA,40,"3033",NA,2.0735,1.392,NA,NA,"Lid/Jof",NA,NA,NA,32.1,NA,NA,NA,24.8,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9,NA,NA,NA,33.1,NA,NA,NA,1.63,NA,NA,"YES",NA,NA,2012-03-27,48.6345105240107,0.363474712195958,-0.216144166091026
"29",33,33,"VAZM051","17-Mar-12","16-Apr-12","S","M","S",1,18,1,"AZTECS","VAZ1201A","VAZF018",NA,NA,NA,NA,NA,NA,NA,NA,"4-Apr-12",137.6666667,24.8,12.6,13.21188863,32.98744688,"8:32:00","8:39:00",NA,7,"3044",NA,2.436,4.134,NA,NA,"Lid/Jof",NA,NA,NA,35.9,NA,NA,NA,33.6,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,47.2,NA,NA,NA,9.52,NA,NA,"YES",NA,NA,2012-04-16,60.3386926974475,0.448189917372265,-0.142544654734096
"30",34,34,"VAZM053","17-Mar-12","16-Apr-12","S","M","S",1,18,1,"AZTECS","VAZ1201A","VAZF018",NA,NA,NA,NA,NA,NA,NA,NA,"4-Apr-12",136,24.8,12.6,13.21188863,32.98744688,"8:32:00","9:00:00",NA,28,"3046",NA,1.250666667,2.426,NA,NA,"JOF",NA,NA,NA,38,NA,NA,NA,35.9,NA,NA,NA,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1,NA,NA,NA,46.8,NA,NA,NA,7.06,"JOF",NA,"YES",NA,NA,2012-04-16,31.7332503878738,0.241142908148982,-0.142544654734096
"31",35,35,"VAZF052","17-Mar-12","16-Apr-12","S","F","S",1,18,1,"AZTECS","VAZ1201A","VAZF018",NA,NA,NA,NA,NA,NA,NA,NA,"4-Apr-12",120.5,24.8,12.6,13.21188863,32.98744688,"8:32:00","9:13:00",NA,41,"3045",NA,1.088,1.454666667,NA,NA,"Lid/Jof",NA,NA,NA,36.8,NA,NA,NA,34.7,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,45.3,NA,NA,NA,5.16,NA,NA,"YES",NA,NA,2012-04-16,18.9499697367614,0.148617157341455,-0.142544654734096
"32",37,37,"VWM175","14-Mar-12","13-Apr-12","S","M","S",1,26,1,"WHISKERS","VW1203","VWF161",NA,NA,NA,NA,NA,NA,NA,NA,"9-Apr-12",116,20.7,11.6,12.46412,31.61615656,"7:50:00","7:55:00",NA,5,"3050",NA,1.006,0.364,NA,NA,"Lid/Jof",NA,NA,NA,39.7,NA,NA,NA,NA,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,47,NA,NA,NA,4,NA,NA,"YES",NA,NA,2012-04-13,-10.0743298674953,-0.0614615529552454,-0.159271816406126
"33",38,38,"VWF174","14-Mar-12","13-Apr-12","S","F","S",1,26,1,"WHISKERS","VW1203","VWF161",NA,NA,NA,NA,NA,NA,NA,NA,"9-Apr-12",103,20.7,11.6,12.46412,31.61615656,"7:50:00","8:15:00",NA,25,"3049",NA,NA,NA,NA,NA,"Lid/Jof",NA,NA,NA,37.7,NA,NA,NA,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,46,NA,NA,NA,3.5,NA,NA,"YES",NA,NA,2012-04-13,-9.30877211611619,-0.0559204240646183,-0.159271816406126
"34",39,39,"VKUF061","27-Dec-11","24-Jun-12","F","F","S",1,185,6,"KUNGFU","VKU1106","VGGF014",4,NA,NA,NA,NA,NA,NA,NA,"29-Jun-12",435.75,31.3,26.400011,1.766853547,22.05489875,"8:46:00","8:54:00","8:55:00",8,"3114",22.597,0.301,0.022,NA,78.8,"MIR",68.91,68.62,68.64,68.72333333,62.56,62.04,61.55,62.05,58.28,58.07,57.74,58.03,55.34,"54.94",54.59,54.95666667,41.09,42.16,41.29,41.51333333,39.1,39.28,39.02,38.8,71.64,70.88,"70.36",70.96,NA,NA,NA,NA,NA,NA,"YES",1.044036601,NA,2012-06-24,-47.4165884641624,-0.331745888236954,0.0882903603386894
"35",41,41,"VTYF042","8-Jan-12","6-Jul-12","C","F","S",1,182,6,"TOYOTA","VTY1201","VTYF035",NA,NA,NA,NA,NA,NA,NA,NA,"8-Jul-12",364.75,7.2,27.200011,1.635500716,21.69809,"9:31:00","9:38:00","9:41:00",7,"3116",40.842,0.707,0.74,NA,71.06,"MIR",63.19,62.69,62.73,62.87,57.67,57.24,57.16,57.35666667,54.63,54.28,54.49,54.46666667,50.09,"50.52",50.49,50.36666667,39.55,39.63,39.87,39.68333333,36.73,38.3,37.87,37.3,68.86,68.95,"68.69",68.83,NA,NA,NA,NA,NA,NA,"YES",NA,50,2012-07-06,-48.4449192682579,-0.339188975995429,0.101672089676313
"36",42,42,"VTYM045","8-Jan-12","6-Jul-12","C","M","S",1,182,6,"TOYOTA","VTY1201","VTYF035",NA,NA,NA,NA,NA,NA,NA,NA,"8-Jul-12",369.25,7.2,27.200011,1.635500716,21.69809,"9:57:00","10:07:00","10:08:00",10,"3119",NA,0.6135,NA,NA,NA,"MIR",64.14,63.59,64.13,63.95333333,58.25,58.07,57.28,57.86666667,55.05,55.6,55.67,55.44,48.68,"49.41",49.17,49.08666667,39.53,39.9,39.23,39.55333333,34.78,36.29,36.53,35.53333333,69.08,68.77,"68.23",68.69,NA,NA,NA,NA,NA,NA,"YES",NA,53,2012-07-06,-67.9458081346679,-0.480336967111599,0.101672089676313
"37",43,43,"VSQM037","9-Jan-12","7-Jul-12","C","M","S",1,184,6,"SEQUOIA","VSQ1201","VCDF002",NA,NA,NA,NA,NA,NA,NA,NA,"11-Jul-12",413.25,5,27.200011,1.766806156,22.22545813,"8:58:00","9:04:00","9:05:00",6,"3121",58.704,0.267,0.092,NA,81.02,"MIR",70.02,69.34,69.01,69.45666667,63,63.1,62.39,62.83,58.27,57.38,58.04,57.89666667,54.55,"53.93",53.42,53.96666667,41.29,39.42,41,40.57,36.02,37.17,36.27,36.15333333,71.19,71.16,"71.06",71.14,NA,NA,NA,NA,NA,NA,"YES",NA,NA,2012-07-07,-94.5425043017847,-0.672844614328748,0.101672089676313
"38",44,44,"VKUF065","14-Jan-12","12-Jul-12","S","F","S",1,183,6,"KUNGFU","VKU1201","VKUF030",NA,NA,NA,NA,NA,NA,NA,NA,"15-Jul-12",391.6666667,31,27.200011,2.395145063,21.60904266,"8:58:00","9:04:00","9:05:00",6,"3122",10,0.095,0.022,NA,73.62,"MIR",63.91,63.27,62.61,63.26333333,59.33,58.8,57.26,58.46333333,54.26,55.11,55.31,54.89333333,50.38,"50.22",50.54,50.38,39.98,39.49,39.06,39.51,37.95,38.14,37.01,37.36666667,70.51,70.13,"69.5",70.05,4.84,5.2,5.29,5.11,"VIV",NA,"YES",0.975122764,76,2012-07-12,-26.2302211900387,-0.178398356220458,0.101672089676313
"39",45,45,"VJXM055","16-Jan-12","14-Jul-12","C","M","S",1,183,6,"JAXX","VJX1201","VLF102",NA,NA,NA,NA,NA,NA,NA,NA,"17-Jul-12",422,22,27.200011,2.020593188,21.40013703,"8:38:00","8:45:00","8:47:00",7,"3127",100.042,0.794,1.69,NA,61.64,"MIR",66.04,66.21,65.23,65.82666667,61.18,60.69,61.31,61.06,55.13,56.16,55.53,55.60666667,52.6,"52.57",52.38,52.51666667,39.49,39.03,39.81,39.44333333,38.82,38.84,37.28,37.98,70.7,70.9,"69.63",70.41,NA,NA,NA,NA,NA,NA,"YES",1.013466862,NA,2012-07-14,-39.2269064623788,-0.272468735777348,0.101672089676313
"40",46,46,"VJXF052","16-Jan-12","14-Jul-12","C","F","S",1,183,6,"JAXX","VJX1201","VLF102",NA,NA,NA,NA,NA,NA,NA,NA,"17-Jul-12",429.5714286,22,27.200011,2.020593188,21.40013703,"8:56:00","9:04:00","9:05:00",8,"3128",22.55,0.077,0.022,NA,111.82,"MIR",66.82,66.11,66.35,66.42666667,62.42,62.28,61.86,62.18666667,55.17,56.22,56.49,55.96,54.5,"54.09",54.27,54.28666667,40.81,41.24,40.64,40.89666667,38.9,39.14,37.28,38.10666667,70.62,70.41,"70.95",70.66,NA,NA,NA,NA,NA,NA,"YES",1.118968301,40,2012-07-14,-26.1404446229952,-0.177748550861621,0.101672089676313
"41",47,47,"VJXF053","16-Jan-12","14-Jul-12","C","F","S",1,183,6,"JAXX","VJX1201","VLF102",NA,NA,NA,NA,NA,NA,NA,NA,"17-Jul-12",429,22,27.200011,2.020593188,21.40013703,"9:19:00","9:28:00","9:31:00",9,"3129",59.57,NA,0.022,NA,60.04,"MIR",65.78,65.57,65.69,65.68,60.66,60.92,60.92,60.83333333,55.19,55.28,55.27,55.24666667,53.63,"53.68",53.21,53.50666667,41.28,40.91,40.56,40.91666667,39.14,39.57,38.64,38.78333333,71.16,70.05,"70.57",70.59,NA,NA,NA,NA,NA,NA,"YES",1.035788631,NA,2012-07-14,-17.7861021644645,-0.117279581308684,0.101672089676313
